No.	CHRIP_ID	CAS RN	CAS Identity	Chemical Substance Name
5298	C001-080-92A	-		"Copolymer of benzyl methacrylate / butan-1-yl methacrylate / 2-(N,N-dimethylamino)ethyl methacrylate / alpha-[2-(methacryloyloxy)ethyl]-omega-hydroxypoly(n=4-6)[oxy(1-oxohexane-1,6-diyl)] / methacrylic acid (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5299	C001-165-90A	-		"Copolymer of benzyl methacrylate / butan-1-yl methacrylate / 2-hydroxyethyl methacrylate / methacrylic acid / 2-[4-(2-phenylpropan-2-yl)phenoxy]ethyl acrylate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5300	C001-091-19A	-		"Copolymer of benzyl methacrylate / butan-1-yl methacrylate / 2-hydroxyethyl methacrylate / methacrylic acid / N-phenylmaleimide / styrene (It is limited that the polymer is insoluble in water and acid, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5301	C001-122-47A	-		"Copolymer of benzyl methacrylate / butan-1-yl methacrylate / 2-hydroxypropyl methacrylate / methacrylic acid / 2-methacryloyloxyethyl hydrogen succinate (It is limited that the polymer is insoluble in water and acid, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5302	C001-081-05A	-		"Copolymer of benzyl methacrylate / butan-1-yl methacrylate / methacrylic acid / alpha-methacryloyl-omega-methoxypoly(n=8-10)(oxyethylene) (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5303	C001-113-68A	-		"Copolymer of benzyl methacrylate / ethylene dimethacrylate / methyl methacrylate (crosslinked structure) (It is limited that a number-average molecular weight of the polymer is 1,000 or more and the polymer is insoluble in water, fat-soluble solvent, usual solvent, acid and alkali.)"
5304	C000-944-66A	-		"Copolymer of benzyl methacrylate / isobutyl methacrylate / methacrylic acid (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5305	C001-118-35A	-		"Copolymer of benzyl methacrylate / methacrylic acid / 3,3,5-trimethylcyclohexan-1-yl methacrylate (It is limited that the polymer is insoluble in water and acid, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5306	C001-115-84A	-		"Copolymer of benzyl methacrylate / methacrylic acid / methyl methacrylate (It is limited that the polymer is insoluble in water and acid, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5307	C000-814-41A	-		"Copolymer of benzyl methacrylate / methacrylic acid / methyl methacrylate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5308	C000-966-11A	-		"Copolymer of benzyl methacrylate / methacrylic acid / styrene / sodium methacrylate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5309	C001-102-63A	-		"Copolymer of benzyl methacrylate / methacrylic acid / tricyclo[5.2.1.0(2,6)]decan-8-yl methacrylate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5310	C001-022-43A	-		"Copolymer of benzyl methacrylate, 2-hydroxyethyl methacrylate and methacrylic acid (insoluble in water, acid and alkali also containing 1% or less of component having less than 1,000 of molecular weight)"
5311	C000-934-29A	-		"Copolymer of benzyl methacrylate, 2-hydroxyethyl methacrylate and methacrylic acid (insoluble in water, acid and alkaline also containing 1% or less of component having less than 1,000 of molecular weight)"
5312	C001-000-65A	-		"Copolymer of benzyl methacrylate, 2-hydroxyethyl methacrylate and methacrylic acid (insoluble in water, acid and alkaline also containing 1% or less of component having less than 1,000 of molecular weight)"
5313	C000-830-83A	-		"Copolymer of benzyl methacrylate, 2-hydroxyethyl methacrylate, 2-hydroxy-3-(polystyrene)propyl methacrylate and methacrylic acid (insoluble in water, acid and alkali also containing 1% or less of component having less than 1,000 of molecular weight)"
5314	C001-016-48A	-		"Copolymer of benzyl methacrylate, tricyclo[5.2.1.02,6]dec-8-yl methacrylate, N-cyclohexylmaleimide and methyl methacrylate (insoluble in water, acid and alkali also containing 1% or less of component having less than 1,000 of molecular weight)"
5315	C000-977-38A	-		"Copolymer of benzyl methacrylate/2,3-dihydroxypropyl methacrylate/methacrylic acid/N-phenylmaleimide/styrene (It is limited that the polymer is insoluble in water and acid, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5316	C000-928-80A	-		"Copolymer of benzyl methacrylate/2-[2-(2-ethoxyethoxy)ethoxy]ethyl methacrylate/methacrylic acid (It is limited that the polymer is insoluble in water and acid, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5317	C000-951-29A	-		"Copolymer of benzyl methacrylate/2-hydroxyethyl methacrylate/isobutyl methacrylate/methacrylic acid (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5318	C000-934-30A	-		"Copolymer of benzyl methacrylate/cyclohexyl methacrylate/methacrylic acid (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5319	C000-977-27A	-		"Copolymer of benzyl methacrylate/methacrylic acid/N-phenylmaleimide/styrene (It is limited that the polymer is insoluble in water and acid, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5320	C001-114-37A	-		"Copolymer of bicyclo[2.2.1]hept-2-ene / 5-butan-1-ylbicyclo[2.2.1]hept-2-ene (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5321	C000-984-80A	-		"Copolymer of bicyclo[2.2.1]hept-2-ene with ethene (insoluble in water, acid and alkaline also containing 1% or less of component having less than 1,000 of molecular weight)"
5322	C001-025-83A	-		"Copolymer of bis(6-methylheptyl) maleate, hexadec-1-ene, pentadec-1-ene and tetradec-1-ene (insoluble in water, acid and alkali also containing 1% or less of component having less than 1,000 of molecular weight)"
5323	C000-967-13A	-		"Copolymer of but-1,3-diene, 2,3-epoxypropyl methacrylate, methacrylic acid, styrene and tricyclo[5.2.1.0(2,6)]dec-8-yl methacrylate (a number-average molecular weight is not less than 1,000 and polymer is insoluble in water, acid and alkali)"
5324	C001-006-67A	-		"Copolymer of but-1,3-diene, 2-ethyl-2-[(acryloyloxy)methyl]propane-1,3-diacrylate and styrene (crosslinking structure)(having 1,000 or more of number average molecular weight also insoluble in water, lipophilic solvents, generally used solvents, acid and alkaline)"
5325	C001-142-10A	-		"Copolymer of but-1-ene / ethene / oct-1-ene (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5326	C001-114-59A	-		"Copolymer of but-1-ene / ethylene dimer / vinylcyclohexane (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5327	C001-008-94A	-		"Copolymer of but-1-ene, ethene and hex-1-ene (insoluble in water, acid and alkali also containing 1% or less of component having less than 1,000 of molecular weight)"
5328	C000-979-32A	-		"Copolymer of but-3-ene-1,2-diol / ethene / ethenol (It is limited that a number-average molecular weight of the polymer is 1,000 or more and the polymer is insoluble in water, fat-soluble solvent, usual solvent, acid and alkali.)"
5329	C001-116-97A	-		"Copolymer of but-3-ene-1,2-diol / ethenol (It is limited that the content of the components having molecular weight less than 1,000 is 1% or less.)"
5330	C001-117-00A	-		"Copolymer of but-3-ene-1,2-diol / ethenol / vinyl acetate (It is limited that the content of the components having molecular weight less than 1,000 is 1% or less.)"
5331	C001-081-72A	-		"Copolymer of buta-1,3-diene / 2-ethylhexan-1-yl acrylate / methacrylic acid / sodium (Z)-6-hydroxy-9,12-dioxo-4,8,13-trioxahentriaconta-1,22-diene-10-sulfonate / styrene (crosslinked structure) (It is limited that a number-average molecular weight of the polymer is 1,000 or more and the polymer is insoluble in water, fat-soluble solvent, usual solvent, acid and alkali.)"
5332	C001-153-60A	-		"Copolymer of buta-1,3-diene / 2-hydroxyethyl acrylate / 2-methylidenesuccinic acid / methyl methacrylate / styrene (crosslinked structure) (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5333	C000-814-07A	-		"Copolymer of buta-1,3-diene / 2-hydroxyethyl acrylate / methacrylic acid / 2-methylidenesuccinic acid / methyl methacrylate / styrene (crosslinked structure) (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5334	C001-170-60A	-		"Copolymer of buta-1,3-diene / N-(hydroxymethyl)acrylamide / methacrylic acid / styrene (It is limited that a number-average molecular weight of the polymer is 1,000 or more and the polymer is insoluble in water, fat-soluble solvent, usual solvent, acid and alkali.)"
5335	C000-944-33A	-		"Copolymer of buta-1,3-diene / N-cyclohexylmaleimide / 2,3-epoxypropyl methacrylate / methacrylic acid / tricyclo[5.2.1.0(2,6)]dec-8-yl methacrylate / styrene (It is limited that the polymer is insoluble in water and acid, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5336	C000-975-56A	-		"Copolymer of buta-1,3-diene / butyl acrylate (It is limited that a number-average molecular weight of the polymer is 1,000 or more and the polymer is insoluble in water, fat-soluble solvent, usual solvent, acid and alkali.)"
5337	C001-118-79A	-		"Copolymer of buta-1,3-diene / divinylbenzene / ethylstyrene / N-(hydroxymethyl)acrylamide / 2-methylidenesuccinic acid / oxiran-2-ylmethyl methacrylate / sodium (Z)-6-hydroxy-9,12-dioxo-4,8,13-trioxahentriaconta-1,22-diene-10-sulfonate / styrene (crosslinked structure) (It is limited that a number-average molecular weight of the polymer is 1,000 or more and the polymer is insoluble in water, fat-soluble solvent, usual solvent, acid and alkali, and containing oxiran-2-ylmethyl methacrylate by 10wt% or less in molecular structure.)"
5338	C001-159-40A	-		"Copolymer of buta-1,3-diene / divinylbenzene / ethylstyrene / methacrylic acid / methyl methacrylate (crosslinked structure) (It is limited that a number-average molecular weight of the polymer is 1,000 or more and the polymer is insoluble in water, fat-soluble solvent, usual solvent, acid and alkali.)"
5339	C001-153-59A	-		"Copolymer of buta-1,3-diene / methacrylamide / methyl methacrylate / styrene (crosslinked structure) (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5340	C001-078-17A	-		"Copolymer of buta-1,3-diene / methacrylic acid / (2-methyloxiran-2-yl)methyl methacrylate / oxiran-2-ylmethyl methacrylate / oxolan-2-ylmethyl methacrylate / styrene / tricyclo[5.2.1.0(2,6)]decan-8-yl methacrylate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less and the components of (2-methyloxiran-2-yl)methyl methacrylate and oxiran-2-ylmethyl methacrylate in molecular structure are respectively 30wt% or less.)"
5341	C000-933-61A	-		"Copolymer of buta-1,3-diene / methacrylic acid / 2-(dimethylamino)ethyl methacrylate / styrene (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5342	C000-978-41A	-		"Copolymer of buta-1,3-diene / methacrylic acid / 2-methylidenesuccinic acid / methyl methacrylate / styrene (crosslinked structure) (It is limited that a number-average molecular weight of the polymer is 1,000 or more and the polymer is insoluble in water, fat-soluble solvent, usual solvent, acid and alkali.)"
5343	C000-939-29A	-		"Copolymer of buta-1,3-diene, 2-hydroxyethyl methacrylate and 2-ethyl-2-[(acryloyloxy)methyl]propane-1,3-diyl diacrylate (crosslinking structure)(having 1,000 or more of number average molecular weight also insoluble in water, fat-soluble solvent, universally applicable solvent, acid and alkali)"
5344	C000-819-30A	-		"Copolymer of buta-1,3-diene, divinylbenzene, poly(pentamethylenecarbonyloxy) acrylate and styrene (insoluble in water, acid and alkali also containing 1% or less of component having less than 1,000 of molecular weight)"
5345	C000-862-64A	-		"Copolymer of buta-1,3-diene, ethylene dimethacrylate, ethyl acrylate, 2-methacryloyloxyethyl dihydrogen phosphate and styrene (having 1,000 or more of number average molecular weight also insoluble in water, fat-soluble solvent, universally applicable solvent, acid and alkali)"
5346	C000-819-29A	-		"Copolymer of buta-1,3-diene, fumaric acid and styrene (insoluble in water, acid and alkali also containing 1% or less of component having less than 1,000 of molecular weight)"
5347	C000-976-58A	-		"Copolymer of buta-1,3-diene/2,3-epoxypropyl methacrylate/N-(hydroxymethyl)acrylamide/styrene (It is limited that a number-average molecular weight of the polymer is 1,000 or more and the polymer is insoluble in water, fat-soluble solvent, usual solvent, acid and alkali, and the content of 2,3-epoxypropyl methacrylate in the molecular structure is 5wt% or less.)"
5348	C000-931-01A	-		"Copolymer of buta-1,3-diene/2-hydroxyethyl acrylate/methacrylic acid/styrene (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5349	C000-976-47A	-		"Copolymer of buta-1,3-diene/2-hydroxyethyl acrylate/styrene (It is limited that a number-average molecular weight of the polymer is 1,000 or more and the polymer is insoluble in water, fat-soluble solvent, usual solvent, acid and alkali.)"
5350	C000-946-26A	-		"Copolymer of buta-1,3-diene/2-methylidenesuccinic acid/methyl methacrylate/styrene (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5351	C001-014-33A	-		"Copolymer of buta-1,3-diene/divinylbenzene/2-hydroxyethyl methacrylate/styrene (It is limited that a number-average molecular weight of the polymer is 1,000 or more and the polymer is insoluble in water, fat-soluble solvent, usual solvent, acid and alkali.)"
5352	C000-949-22A	-		"Copolymer of buta-1,3-diene/methacrylic acid/methyl methacrylate/styrene (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5353	C001-094-04A	-		"Copolymer of butan-1-yl acrylate / (2-chloroethoxy)ethene / 2-methoxyethyl acrylate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5354	C001-082-30A	-		"Copolymer of butan-1-yl acrylate / 2,2-dimethylpropane-1,3-diyl dimethacrylate / reaction products of ethylene glycol, formaldehyde, methacrylic acid, phenol, styrene and ammonium hydrogensulphate / methyl methacrylate (crosslinked structure) (It is limited that a number-average molecular weight of the polymer is 1,000 or more and the polymer is insoluble in water, fat-soluble solvent, usual solvent, acid and alkali.)"
5355	C001-094-82A	-		"Copolymer of butan-1-yl acrylate / 2-(N,N-dimethylamino)ethyl methacrylate / methacrylic acid / styrene (It is limited that the polymer is insoluble in water and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5356	C001-131-04A	-		"Copolymer of butan-1-yl acrylate / 2-(diethylamino)ethyl methacrylate / 2-ethylhexan-1-yl acrylate / methyl methacrylate / oxiran-2-ylmethyl methacrylate / styrene (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less and contains oxiran-2-ylmethyl methacrylate by 4wt% or less in molecular structure.)"
5357	C001-119-26A	-		"Copolymer of butan-1-yl acrylate / 2-ethylhexan-1-yl acrylate / 2-hydroxyethyl acrylate / methacrylic acid / methyl methacrylate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5358	C001-096-08A	-		"Copolymer of butan-1-yl acrylate / 2-ethylhexan-1-yl acrylate / 2-hydroxyethyl methacrylate / methacrylic acid / methyl methacrylate / 3-(trimethoxysilyl)propan-1-yl methacrylate / styrene (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5359	C001-113-35A	-		"Copolymer of butan-1-yl acrylate / 2-ethylhexan-1-yl acrylate / 2-hydroxyethyl methacrylate / methacrylic acid / styrene (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5360	C001-172-20A	-		"Copolymer of butan-1-yl acrylate / 2-ethylhexan-1-yl acrylate / 2-hydroxypropan-1-yl acrylate / methacrylic acid / methyl methacrylate (It is limited that the polymer is insoluble in water and acid, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5361	C001-102-52A	-		"Copolymer of butan-1-yl acrylate / 2-ethylhexan-1-yl acrylate / isobutyl methacrylate / methacrylic acid / methyl methacrylate (It is limited that the polymer is insoluble in water and acid, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5362	C001-107-18A	-		"Copolymer of butan-1-yl acrylate / 2-ethylhexan-1-yl acrylate / methacrylic acid / N-(2-methyl-4-oxopentan-2-yl)acrylamide / styrene (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5363	C001-108-98A	-		"Copolymer of butan-1-yl acrylate / 2-ethylhexan-1-yl acrylate / methacrylic acid / methacrylonitrile / methyl methacrylate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5364	C001-081-16A	-		"Copolymer of butan-1-yl acrylate / 2-hydroxyethyl acrylate / isobutyl methacrylate / oxiran-2-ylmethyl methacrylate / styrene / 1,7,7-trimethylbicyclo[2.2.1]heptan-2-yl acrylate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5365	C001-119-15A	-		"Copolymer of butan-1-yl acrylate / 2-hydroxyethyl acrylate / methyl acrylate / morpholin-4-yl acrylate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5366	C001-177-19A	-		"Copolymer of butan-1-yl acrylate / 2-hydroxyethyl methacrylate / 2-hydroxypropan-1-yl methacrylate / methacrylic acid / methyl methacrylate / oxiran-2-ylmethyl methacrylate / 2,4,6-tris(allyloxy)-1,3,5-triazine (crosslinked structure) (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less and contains oxiran-2-ylmethyl methacrylate by 5wt% or less in molecular structure.)"
5367	C001-098-35A	-		"Copolymer of butan-1-yl acrylate / 2-hydroxyethyl methacrylate / methacrylic acid / N-(methoxymethyl)acrylamide / methyl acrylate / styrene (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5368	C001-110-95A	-		"Copolymer of butan-1-yl acrylate / 2-hydroxyethyl methacrylate / methacrylic acid / methyl methacrylate (It is limited that the polymer is insoluble in water and acid, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5369	C001-158-48A	-		"Copolymer of butan-1-yl acrylate / 3-[dimethoxy(methyl)silyl]propan-1-yl methacrylate / methyl methacrylate / octadecan-1-yl methacrylate, of which 2,2'-dimethyl-2,2'-diazenediyldibutanenitrile is used as an initiator and 3-[dimethoxy(methyl)silyl]propane-1-thiol is used as a chain transfer agent in the polymerization"
5370	C001-116-08A	-		"Copolymer of butan-1-yl acrylate / 3-[dimethoxy(methyl)silyl]propan-1-yl methacrylate / methyl methacrylate and addition products of 3-[dimethoxy(methyl)silyl]propane-1-thiol to one or both terminal of its copolymer (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5371	C001-159-95A	-		"Copolymer of butan-1-yl acrylate / 4-(chloromethyl)styrene / ethyl acrylate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5372	C001-177-42A	-		"Copolymer of butan-1-yl acrylate / N,N'-methylenediacrylamide / methyl methacrylate / styrene (crosslinked structure) (It is limited that a number-average molecular weight of the polymer is 1,000 or more and the polymer is insoluble in water, fat-soluble solvent, usual solvent, acid and alkali.)"
5373	C001-129-07A	-		"Copolymer of butan-1-yl acrylate / N,N-dimethylacrylamide / methyl methacrylate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5374	C001-121-23A	-		"Copolymer of butan-1-yl acrylate / butan-1-yl methacrylate / 2-(N,N-dimethylamino)ethyl methacrylate / 2-ethylhexan-1-yl acrylate / 2-hydroxypropane-1,3-diyl dimethacrylate / methacrylic acid / methyl methacrylate / styrene (crosslinked structure) (It is limited that a number-average molecular weight of the polymer is 1,000 or more and the polymer is insoluble in water, fat-soluble solvent, usual solvent, acid and alkali.)"
5375	C001-158-04A	-		"Copolymer of butan-1-yl acrylate / butan-1-yl methacrylate / 2-ethylhexan-1-yl acrylate / 2-hydroxyethyl methacrylate / methacrylic acid / styrene (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5376	C001-121-12A	-		"Copolymer of butan-1-yl acrylate / butan-1-yl methacrylate / 3-[dimethoxy(methyl)silyl]propyl methacrylate / 2-ethylhexan-1-yl acrylate / methacrylic acid / methyl methacrylate / styrene / 2-(tricyclo[5.2.1.0(2,6)]dec-3-en-8-yloxy)ethyl acrylate / 2-(tricyclo[5.2.1.0(2,6)]dec-3-en-9-yloxy)ethyl acrylate (crosslinked structure) (It is limited that a number-average molecular weight of the polymer is 1,000 or more and the polymer is insoluble in water, fat-soluble solvent, usual solvent, acid and alkali.)"
5377	C001-118-02A	-		"Copolymer of butan-1-yl acrylate / butan-1-yl methacrylate / cyclohexan-1-yl methacrylate / 2-hydroxyethyl methacrylate / methyl methacrylate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5378	C001-092-88A	-		"Copolymer of butan-1-yl acrylate / butan-1-yl methacrylate / cyclohexan-1-yl methacrylate / methyl methacrylate / 2-hydroxyethyl methacrylate / 3-(triethoxysilyl)propan-1-yl methacrylate / triethoxy(vinyl)silane (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5379	C001-147-10A	-		"Copolymer of butan-1-yl acrylate / butan-1-yl methacrylate / tert-butyl methacrylate / cyclohexan-1-yl methacrylate / 2-(dimethylamino)ethyl methacrylate / ethyl acrylate / 2-hydroxyethyl methacrylate / isobutyl acrylate / methacrylic acid / methyl methacrylate / 2-(phosphonooxy)ethyl methacrylate / styrene / 1,7,7-trimethylbicyclo[2.2.1]heptan-2-yl methacrylate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5380	C001-107-74A	-		"Copolymer of butan-1-yl acrylate / cyclohexan-1-yl acrylate / 2-ethylhexan-1-yl acrylate / methacrylic acid / methyl methacrylate (It is limited that the polymer is insoluble in water and acid, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5381	C001-159-73A	-		"Copolymer of butan-1-yl acrylate / cyclohexan-1-yl hydrogen fumarate / ethyl acrylate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5382	C001-159-84A	-		"Copolymer of butan-1-yl acrylate / cyclohexan-1-yl hydrogen fumarate / ethyl acrylate / 2-methoxyethyl acrylate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5383	C001-094-59A	-		"Copolymer of butan-1-yl acrylate / cyclohexan-1-yl methacrylate / 2-hydroxyethyl acrylate / methacrylic acid / methyl methacrylate / 2,2,6,6-tetramethyl-4-piperidyl methacrylate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5384	C001-109-56A	-		"Copolymer of butan-1-yl acrylate / cyclohexan-1-yl methacrylate / 2-hydroxyethyl methacrylate / 2-hydroxypropan-1-yl acrylate / methacrylic acid / styrene / 2,2,6,6-tetramethyl-4-piperidyl methacrylate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5385	C001-139-33A	-		"Copolymer of butan-1-yl acrylate / dodecan-1-yl methacrylate / 2-hydroxyethyl acrylate / styrene / tridecan-1-yl methacrylate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5386	C000-927-22A	-		"Copolymer of butan-1-yl acrylate / ethene / ethyl hydrogen maleate / methyl acrylate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5387	C001-177-08A	-		"Copolymer of butan-1-yl acrylate / ethyl acrylate / 2-hydroxyethyl methacrylate / methyl methacrylate / oxiran-2-ylmethyl methacrylate / 3-(trimethoxysilyl)propan-1-yl methacrylate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less and contains oxiran-2-ylmethyl methacrylate by 5wt% or less in molecular structure.)"
5388	C001-166-25A	-		"Copolymer of butan-1-yl acrylate / ethylene dimethacrylate / 2-ethylhexan-1-yl acrylate / alpha-methacryloyl-omega-(methacryloyloxy)poly(n=8-20)(oxyethylene) / methyl acrylate (crosslinked structure) (It is limited that a number-average molecular weight of the polymer is 1,000 or more and the polymer is insoluble in water, fat-soluble solvent, usual solvent, acid and alkali.)"
5389	C001-110-73A	-		"Copolymer of butan-1-yl acrylate / ethylene dimethacrylate / 2-hydroxyethyl methacrylate / methyl methacrylate / styrene (crosslinked structure) (It is limited that a number-average molecular weight of the polymer is 1,000 or more and the polymer is insoluble in water, fat-soluble solvent, usual solvent, acid and alkali.)"
5390	C001-133-97A	-		"Copolymer of butan-1-yl acrylate / ethylene dimethacrylate / methyl methacrylate / 3-(triethoxysilyl)propan-1-yl methacrylate (crosslinked structure) (It is limited that a number-average molecular weight of the polymer is 1,000 or more and the polymer is insoluble in water, fat-soluble solvent, usual solvent, acid and alkali.)"
5391	C001-130-24A	-		"Copolymer of butan-1-yl acrylate / methacrylic acid / methyl methacrylate / 2,2,2-trifluoroethyl methacrylate (It is limited that the polymer is insoluble in water and acid, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5392	C001-148-45A	-		"Copolymer of butan-1-yl acrylate / methacrylic acid / methyl methacrylate / sodium 4-[alkyl(C=11-14)oxy]-1-(allyloxy)-1,4-dioxobutane-2-sulfonate / triethoxy(vinyl)silane (It is limited that a number-average molecular weight of the polymer is 1,000 or more and the polymer is insoluble in water, fat-soluble solvent, usual solvent, acid and alkali.)"
5393	C001-162-05A	-		"Copolymer of butan-1-yl acrylate / methyl acrylate / 2-phenoxyethyl acrylate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5394	C001-104-34A	-		"Copolymer of butan-1-yl acrylate / methyl methacrylate / styrene / 1,7,7-trimethylbicyclo[2.2.1]heptan-2-yl methacrylate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5395	C001-170-04A	-		"Copolymer of butan-1-yl acrylate / methyl methacrylate / styrene, of which 2,2'-dimethyl-2,2'-diazenediyldibutanenitrile is used as an initiator (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5396	C001-166-36A	-		"Copolymer of butan-1-yl methacrylate / 2-ethoxyethyl methacrylate / 2-ethylhexan-1-yl methacrylate (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5397	C001-152-35A	-		"Copolymer of butan-1-yl methacrylate / 2-ethylhexan-1-yl acrylate / 2-hydroxyethyl acrylate / styrene (It is limited that the polymer is insoluble in water, acid and alkali, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
5398	C001-114-71A	-		"Copolymer of butan-1-yl methacrylate / 2-ethylhexan-1-yl acrylate / 2-hydroxyethyl methacrylate / methacrylic acid / methyl methacrylate / styrene (It is limited that the polymer is insoluble in water and acid, and the content of the components having molecular weight less than 1,000 is 1% or less.)"
